;Disposa.de.connexió.a.Internet.a.la.llar.;Connexió.ràpida;Tenen.tarifa.plana.;Missatges.mobil;Quants.televisors.tenen.;TV.de.pagament.;Amb.quina.freqüència.usa.ordinador.;Utilitza.programes.ofimàtics;Informàtica.avançada;Aplicacions.específiques;Per.oci;Amb.quina.freqüència.usa.inet.;Català;Castellà;Anglès;Edat;Sexe;Nivell.d.estudis;Activitat.professional;Nivell.ingressos.mensuals;Estudia.per.Internet.;Fa.servir.correu.electrònic.;Fa.servir.xat.;Fa.teletreball.;Ha.comprat.aliments.;Ha.comprat.per.Internet.;Internet.per.a.l.oci.;Pagament.a.través.d.Internet.;Tràmits.amb.els.serveis.sanitaris.;Tràmits.per.Internet.amb.l.Admó.;Utilitza.serveis.banca.electrònica.;Visita.webs.de.l.Admó.;Visita.webs.sanitaris.
2771;FALSE;FALSE;FALSE;Menys de 5;2TVs;FALSE;Diàriament;TRUE;FALSE;FALSE;FALSE;Diàriament;TRUE;FALSE;TRUE;Edat(14,25];Dona;Superiors;Estudiants;NS/NC;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
2772;FALSE;FALSE;FALSE;Menys de 5;2TVs;TRUE;Diàriament;TRUE;FALSE;FALSE;FALSE;Diàriament;TRUE;FALSE;FALSE;Edat(25,35];Dona;Superiors;Assalariats;210.000 - 420.000;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE
2775;TRUE;FALSE;FALSE;NO;3TVs;FALSE;Mensualment;TRUE;FALSE;TRUE;FALSE;Amb menys freq.;TRUE;TRUE;FALSE;Edat(45,55];Dona;Superiors;Assalariats;420.000 - 675.000;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
2776;FALSE;FALSE;FALSE;Entre 10 i 20;3TVs;FALSE;Setmanalment;TRUE;FALSE;FALSE;FALSE;Setmanalment;TRUE;FALSE;FALSE;Edat(25,35];Home;Secundaris;Assalariats;NS/NC;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
2779;TRUE;FALSE;FALSE;Menys de 5;2TVs;TRUE;Setmanalment;TRUE;FALSE;FALSE;TRUE;Setmanalment;FALSE;TRUE;TRUE;Edat(25,35];Home;Secundaris;Assalariats;210.000 - 420.000;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
2785;FALSE;FALSE;FALSE;Entre 5 i 10;3TVs;FALSE;Diàriament;TRUE;TRUE;FALSE;FALSE;Mensualment;TRUE;TRUE;FALSE;Edat(14,25];Dona;Secundaris;Estudiants;210.000 - 420.000;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE
2788;TRUE;FALSE;TRUE;NO;1TV;TRUE;Diàriament;TRUE;FALSE;FALSE;FALSE;Diàriament;TRUE;TRUE;TRUE;Edat(55,65];Dona;Secundaris;NS/NC;NS/NC;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE
279;FALSE;FALSE;FALSE;Cap (o menys d'1 per;3TVs;FALSE;Setmanalment;TRUE;FALSE;FALSE;FALSE;Amb menys freq.;TRUE;TRUE;TRUE;Edat(25,35];Dona;Primaris;Mestressa casa;210.000 - 420.000;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
2790;TRUE;FALSE;TRUE;Menys de 5;1TV;FALSE;Diàriament;FALSE;TRUE;FALSE;FALSE;Diàriament;TRUE;FALSE;FALSE;Edat(25,35];Dona;Secundaris;Assalariats;NS/NC;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE
2791;FALSE;FALSE;FALSE;Menys de 5;2TVs;FALSE;Diàriament;TRUE;FALSE;TRUE;FALSE;Diàriament;TRUE;FALSE;FALSE;Edat(35,45];Dona;Secundaris;Assalariats;210.000 - 420.000;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE
2796;FALSE;FALSE;FALSE;Cap (o menys d'1 per;2TVs;TRUE;Amb menys freqüència;TRUE;TRUE;FALSE;FALSE;Amb menys freq.;TRUE;FALSE;FALSE;Edat(45,55];Dona;Primaris;Empresaris;210.000 - 420.000;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
28;FALSE;FALSE;FALSE;NO;2TVs;FALSE;Diàriament;TRUE;FALSE;TRUE;FALSE;Diàriament;TRUE;TRUE;TRUE;Edat(14,25];Home;Secundaris;Assalariats;NS/NC;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE
280;TRUE;FALSE;FALSE;NO;1TV;FALSE;Diàriament;TRUE;FALSE;TRUE;FALSE;Diàriament;TRUE;FALSE;FALSE;Edat(45,55];Dona;Secundaris;Assalariats;NS/NC;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE
2806;FALSE;FALSE;FALSE;Menys de 5;3TVs;TRUE;Diàriament;TRUE;FALSE;TRUE;TRUE;Diàriament;FALSE;TRUE;TRUE;Edat(25,35];Dona;Secundaris;Assalariats;210.000 - 420.000;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE
2808;FALSE;FALSE;FALSE;NO;1TV;TRUE;Mensualment;FALSE;FALSE;FALSE;TRUE;Amb menys freq.;FALSE;TRUE;FALSE;Edat(65,99];Dona;Superiors;Altres inactius;125.000 - 210.000;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
281;TRUE;TRUE;TRUE;Menys de 5;3TVs;FALSE;Diàriament;TRUE;FALSE;TRUE;FALSE;Diàriament;TRUE;TRUE;TRUE;Edat(35,45];Home;Superiors;Empresaris;210.000 - 420.000;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
2814;TRUE;FALSE;FALSE;Entre 10 i 20;3TVs;FALSE;Setmanalment;TRUE;FALSE;FALSE;TRUE;Setmanalment;TRUE;TRUE;TRUE;Edat(25,35];Dona;Superiors;Assalariats;125.000 - 210.000;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
282;TRUE;FALSE;FALSE;NO;1TV;FALSE;Diàriament;TRUE;FALSE;FALSE;TRUE;Setmanalment;FALSE;FALSE;TRUE;Edat(14,25];Home;Primaris;Estudiants;NS/NC;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE
2821;TRUE;FALSE;FALSE;Entre 5 i 10;3TVs;FALSE;Diàriament;TRUE;FALSE;FALSE;TRUE;Setmanalment;TRUE;FALSE;TRUE;Edat(14,25];Home;Superiors;Assalariats;210.000 - 420.000;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
2822;TRUE;TRUE;TRUE;Entre 10 i 20;1TV;TRUE;Diàriament;TRUE;FALSE;TRUE;TRUE;Diàriament;TRUE;TRUE;TRUE;Edat(35,45];Home;Superiors;Empresaris;210.000 - 420.000;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE
2823;TRUE;TRUE;TRUE;Menys de 5;+3TVs;FALSE;Diàriament;TRUE;FALSE;TRUE;FALSE;Diàriament;TRUE;TRUE;FALSE;Edat(45,55];Home;Superiors;Assalariats;420.000 - 675.000;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;FALSE
2824;FALSE;FALSE;FALSE;Entre 5 i 10;3TVs;TRUE;Amb menys freqüència;TRUE;FALSE;FALSE;FALSE;Amb menys freq.;FALSE;TRUE;FALSE;Edat(35,45];Dona;Primaris;Empresaris;210.000 - 420.000;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE
2825;TRUE;TRUE;TRUE;Entre 5 i 10;3TVs;FALSE;Diàriament;FALSE;TRUE;FALSE;TRUE;Diàriament;TRUE;FALSE;TRUE;Edat(14,25];Home;Superiors;Empresaris;Més de 675.000;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE
2828;TRUE;FALSE;TRUE;Entre 10 i 20;+3TVs;FALSE;Amb menys freqüència;TRUE;FALSE;FALSE;TRUE;Diàriament;TRUE;TRUE;TRUE;Edat(35,45];Dona;Secundaris;Mestressa casa;125.000 - 210.000;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
2834;FALSE;FALSE;FALSE;Cap (o menys d'1 per;2TVs;FALSE;Mensualment;TRUE;FALSE;FALSE;TRUE;Amb menys freq.;FALSE;TRUE;TRUE;Edat(25,35];Dona;Superiors;Assalariats;210.000 - 420.000;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE
2836;FALSE;FALSE;FALSE;Menys de 5;1TV;TRUE;Diàriament;TRUE;FALSE;TRUE;FALSE;Diàriament;TRUE;TRUE;FALSE;Edat(35,45];Dona;Superiors;Assalariats;NS/NC;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE
2841;TRUE;FALSE;TRUE;NO;2TVs;FALSE;Diàriament;FALSE;FALSE;TRUE;FALSE;Setmanalment;TRUE;TRUE;FALSE;Edat(35,45];Dona;Superiors;Assalariats;NS/NC;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE
2845;TRUE;FALSE;FALSE;Cap (o menys d'1 per;2TVs;FALSE;Setmanalment;TRUE;FALSE;FALSE;TRUE;Setmanalment;TRUE;FALSE;FALSE;Edat(35,45];Dona;Superiors;Assalariats;210.000 - 420.000;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
2853;TRUE;FALSE;TRUE;Cap (o menys d'1 per;2TVs;FALSE;Mensualment;TRUE;FALSE;FALSE;FALSE;Setmanalment;TRUE;TRUE;FALSE;Edat(35,45];Dona;Primaris;Empresaris;NS/NC;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE
2854;TRUE;FALSE;FALSE;NO;2TVs;FALSE;Diàriament;TRUE;FALSE;FALSE;TRUE;Amb menys freq.;TRUE;FALSE;FALSE;Edat(45,55];Dona;Superiors;Assalariats;210.000 - 420.000;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
2856;TRUE;FALSE;FALSE;Cap (o menys d'1 per;1TV;FALSE;Diàriament;TRUE;FALSE;TRUE;TRUE;Diàriament;TRUE;TRUE;FALSE;Edat(65,99];Dona;Secundaris;Assalariats;210.000 - 420.000;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE
2861;FALSE;FALSE;FALSE;Cap (o menys d'1 per;1TV;TRUE;Diàriament;TRUE;FALSE;TRUE;FALSE;Setmanalment;TRUE;TRUE;FALSE;Edat(45,55];Home;Secundaris;Empresaris;NS/NC;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
2863;TRUE;FALSE;FALSE;Cap (o menys d'1 per;+3TVs;FALSE;Diàriament;TRUE;FALSE;FALSE;TRUE;Mensualment;FALSE;TRUE;FALSE;Edat(35,45];Dona;Secundaris;Assalariats;NS/NC;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
2867;FALSE;FALSE;FALSE;NO;1TV;FALSE;Setmanalment;TRUE;TRUE;TRUE;FALSE;Mensualment;TRUE;TRUE;TRUE;Edat(25,35];Dona;Secundaris;Assalariats;NS/NC;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
2871;FALSE;FALSE;FALSE;Cap (o menys d'1 per;1TV;FALSE;Amb menys freqüència;TRUE;FALSE;TRUE;FALSE;Diàriament;FALSE;TRUE;FALSE;Edat(45,55];Dona;Primaris;Assalariats;NS/NC;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
2872;TRUE;FALSE;FALSE;Cap (o menys d'1 per;2TVs;TRUE;Amb menys freqüència;TRUE;FALSE;FALSE;TRUE;Amb menys freq.;TRUE;TRUE;TRUE;Edat(55,65];Home;Secundaris;Altres inactius;210.000 - 420.000;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE
2888;TRUE;FALSE;TRUE;Menys de 5;2TVs;FALSE;Diàriament;TRUE;FALSE;FALSE;TRUE;Diàriament;FALSE;TRUE;TRUE;Edat(35,45];Home;Secundaris;Altres inactius;Menys de 125.000;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE
2898;TRUE;FALSE;FALSE;NO;2TVs;FALSE;Diàriament;TRUE;FALSE;FALSE;TRUE;Diàriament;TRUE;FALSE;FALSE;Edat(25,35];Dona;Superiors;Assalariats;NS/NC;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
2902;TRUE;FALSE;FALSE;Menys de 5;2TVs;FALSE;Setmanalment;FALSE;FALSE;FALSE;TRUE;Setmanalment;TRUE;TRUE;FALSE;Edat(25,35];Dona;Superiors;Assalariats;NS/NC;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE
2904;FALSE;FALSE;FALSE;Menys de 5;2TVs;TRUE;Setmanalment;TRUE;TRUE;FALSE;TRUE;Setmanalment;TRUE;FALSE;TRUE;Edat(25,35];Home;Primaris;Assalariats;210.000 - 420.000;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE
2906;TRUE;TRUE;TRUE;Cap (o menys d'1 per;2TVs;FALSE;Setmanalment;FALSE;FALSE;FALSE;TRUE;Setmanalment;TRUE;TRUE;FALSE;Edat(45,55];Home;Superiors;Empresaris;NS/NC;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
2908;FALSE;FALSE;FALSE;Cap (o menys d'1 per;2TVs;FALSE;Mensualment;TRUE;FALSE;FALSE;FALSE;Mensualment;TRUE;FALSE;FALSE;Edat(25,35];Home;Secundaris;Empresaris;125.000 - 210.000;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
291;FALSE;FALSE;FALSE;Menys de 5;1TV;FALSE;Diàriament;TRUE;FALSE;TRUE;TRUE;Setmanalment;FALSE;TRUE;TRUE;Edat(25,35];Home;Superiors;Empresaris;210.000 - 420.000;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE
2911;FALSE;FALSE;FALSE;NO;1TV;FALSE;Diàriament;TRUE;TRUE;FALSE;FALSE;Setmanalment;TRUE;TRUE;FALSE;Edat(55,65];Dona;Superiors;Assalariats;NS/NC;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
2912;FALSE;FALSE;FALSE;Entre 5 i 10;2TVs;FALSE;Diàriament;TRUE;FALSE;FALSE;FALSE;Setmanalment;TRUE;TRUE;FALSE;Edat(14,25];Home;Superiors;Estudiants;NS/NC;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
2917;TRUE;FALSE;FALSE;Entre 10 i 20;2TVs;FALSE;Diàriament;TRUE;FALSE;TRUE;TRUE;Diàriament;TRUE;TRUE;FALSE;Edat(14,25];Home;Secundaris;Assalariats;210.000 - 420.000;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE
2925;FALSE;FALSE;FALSE;Menys de 5;3TVs;FALSE;No;FALSE;FALSE;FALSE;FALSE;Amb menys freq.;TRUE;TRUE;FALSE;Edat(35,45];Dona;Secundaris;Assalariats;210.000 - 420.000;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
2926;FALSE;FALSE;FALSE;Entre 5 i 10;1TV;FALSE;Amb menys freqüència;TRUE;FALSE;FALSE;FALSE;Mensualment;TRUE;TRUE;FALSE;Edat(14,25];Home;Secundaris;Assalariats;NS/NC;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE
2927;TRUE;FALSE;TRUE;Entre 5 i 10;2TVs;FALSE;Setmanalment;TRUE;TRUE;FALSE;TRUE;Setmanalment;TRUE;TRUE;FALSE;Edat(14,25];Dona;Secundaris;Assalariats;NS/NC;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
2928;FALSE;FALSE;FALSE;Menys de 5;1TV;FALSE;Mensualment;FALSE;FALSE;FALSE;TRUE;Amb menys freq.;FALSE;TRUE;FALSE;Edat(14,25];Home;Primaris;Assalariats;210.000 - 420.000;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
293;FALSE;FALSE;FALSE;Cap (o menys d'1 per;1TV;FALSE;Setmanalment;TRUE;FALSE;FALSE;FALSE;Mensualment;TRUE;FALSE;FALSE;Edat(35,45];Dona;Superiors;Assalariats;NS/NC;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE
2930;TRUE;FALSE;FALSE;Cap (o menys d'1 per;+3TVs;FALSE;Amb menys freqüència;TRUE;FALSE;TRUE;TRUE;Setmanalment;TRUE;TRUE;FALSE;Edat(45,55];Home;Secundaris;Altres inactius;NS/NC;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE
2931;FALSE;FALSE;FALSE;Entre 5 i 10;+3TVs;FALSE;Diàriament;FALSE;TRUE;FALSE;FALSE;Setmanalment;FALSE;FALSE;TRUE;Edat(14,25];Home;Primaris;Estudiants;NS/NC;FALSE;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE
294;TRUE;TRUE;TRUE;Menys de 5;3TVs;FALSE;Setmanalment;TRUE;FALSE;TRUE;FALSE;Setmanalment;TRUE;TRUE;TRUE;Edat(25,35];Dona;Superiors;Estudiants;NS/NC;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE
2945;TRUE;FALSE;TRUE;NO;1TV;TRUE;Diàriament;TRUE;FALSE;FALSE;FALSE;Amb menys freq.;TRUE;TRUE;TRUE;Edat(25,35];Dona;Secundaris;Assalariats;210.000 - 420.000;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE
2950;TRUE;TRUE;TRUE;Cap (o menys d'1 per;1TV;FALSE;Amb menys freqüència;FALSE;FALSE;FALSE;TRUE;Amb menys freq.;TRUE;TRUE;FALSE;Edat(35,45];Dona;Superiors;Assalariats;NS/NC;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
2961;TRUE;FALSE;FALSE;Cap (o menys d'1 per;3TVs;FALSE;Setmanalment;TRUE;FALSE;FALSE;TRUE;Amb menys freq.;TRUE;TRUE;FALSE;Edat(55,65];Dona;Secundaris;Mestressa casa;NS/NC;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
2967;FALSE;FALSE;FALSE;Menys de 5;1TV;FALSE;Diàriament;TRUE;TRUE;TRUE;FALSE;Diàriament;TRUE;FALSE;FALSE;Edat(25,35];Home;Secundaris;Assalariats;125.000 - 210.000;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;FALSE
2975;FALSE;FALSE;FALSE;Entre 5 i 10;2TVs;FALSE;Diàriament;FALSE;FALSE;TRUE;FALSE;Setmanalment;TRUE;FALSE;FALSE;Edat(35,45];Dona;Secundaris;Assalariats;NS/NC;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
2982;FALSE;FALSE;FALSE;NO;2TVs;FALSE;Mensualment;FALSE;FALSE;FALSE;TRUE;Setmanalment;TRUE;TRUE;TRUE;Edat(14,25];Home;Primaris;Estudiants;NS/NC;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
299;TRUE;FALSE;FALSE;Menys de 5;2TVs;FALSE;Setmanalment;TRUE;FALSE;FALSE;FALSE;Amb menys freq.;TRUE;TRUE;FALSE;Edat(35,45];Home;Secundaris;Assalariats;NS/NC;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
2992;FALSE;FALSE;FALSE;Cap (o menys d'1 per;3TVs;FALSE;Setmanalment;TRUE;FALSE;FALSE;FALSE;Amb menys freq.;TRUE;TRUE;TRUE;Edat(25,35];Home;Secundaris;Assalariats;125.000 - 210.000;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
3000;TRUE;FALSE;FALSE;Cap (o menys d'1 per;2TVs;FALSE;Diàriament;TRUE;FALSE;TRUE;TRUE;Diàriament;TRUE;TRUE;TRUE;Edat(25,35];Home;Secundaris;Empresaris;210.000 - 420.000;FALSE;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE
3001;TRUE;FALSE;FALSE;Cap (o menys d'1 per;2TVs;FALSE;Diàriament;TRUE;FALSE;TRUE;FALSE;Setmanalment;TRUE;TRUE;FALSE;Edat(25,35];Dona;Superiors;Assalariats;NS/NC;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE
3010;FALSE;FALSE;FALSE;Més de 20;1TV;FALSE;Setmanalment;FALSE;FALSE;TRUE;FALSE;Amb menys freq.;TRUE;TRUE;FALSE;Edat(25,35];Home;Secundaris;Assalariats;210.000 - 420.000;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
3011;FALSE;FALSE;FALSE;Entre 5 i 10;1TV;FALSE;Diàriament;TRUE;TRUE;FALSE;TRUE;Setmanalment;TRUE;TRUE;FALSE;Edat(14,25];Dona;Primaris;Estudiants;210.000 - 420.000;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
3020;TRUE;FALSE;FALSE;Menys de 5;1TV;FALSE;Setmanalment;TRUE;TRUE;TRUE;TRUE;Mensualment;FALSE;TRUE;FALSE;Edat(14,25];Dona;Secundaris;Aturats;NS/NC;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE
3027;TRUE;FALSE;FALSE;Menys de 5;2TVs;TRUE;Mensualment;FALSE;FALSE;FALSE;TRUE;Mensualment;FALSE;TRUE;TRUE;Edat(25,35];Dona;Secundaris;Mestressa casa;NS/NC;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE
3033;TRUE;FALSE;TRUE;Més de 20;2TVs;TRUE;Diàriament;FALSE;FALSE;FALSE;TRUE;Diàriament;TRUE;TRUE;FALSE;Edat(25,35];Dona;Superiors;Assalariats;210.000 - 420.000;FALSE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE
3035;TRUE;FALSE;TRUE;Entre 10 i 20;3TVs;TRUE;Setmanalment;TRUE;FALSE;FALSE;TRUE;Mensualment;FALSE;TRUE;TRUE;Edat(14,25];Dona;Secundaris;Estudiants;210.000 - 420.000;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
3036;FALSE;FALSE;FALSE;NO;1TV;FALSE;Diàriament;TRUE;FALSE;FALSE;TRUE;Amb menys freq.;TRUE;FALSE;FALSE;Edat(25,35];Dona;Secundaris;Estudiants;NS/NC;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
3039;TRUE;FALSE;FALSE;Cap (o menys d'1 per;3TVs;FALSE;Diàriament;TRUE;TRUE;FALSE;TRUE;Diàriament;FALSE;TRUE;FALSE;Edat(25,35];Home;Secundaris;Assalariats;NS/NC;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;TRUE;FALSE
3040;FALSE;FALSE;FALSE;NO;2TVs;FALSE;Amb menys freqüència;FALSE;FALSE;TRUE;FALSE;Amb menys freq.;TRUE;FALSE;FALSE;Edat(55,65];Dona;Primaris;Assalariats;210.000 - 420.000;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
3051;TRUE;FALSE;FALSE;Més de 20;2TVs;TRUE;Amb menys freqüència;FALSE;FALSE;FALSE;TRUE;Amb menys freq.;TRUE;TRUE;TRUE;Edat(14,25];Dona;Secundaris;Estudiants;210.000 - 420.000;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
