;Disposa.de.connexió.a.Internet.a.la.llar.;Connexió.ràpida;Tenen.tarifa.plana.;Missatges.mobil;Quants.televisors.tenen.;TV.de.pagament.;Amb.quina.freqüència.usa.ordinador.;Utilitza.programes.ofimàtics;Informàtica.avançada;Aplicacions.específiques;Per.oci;Amb.quina.freqüència.usa.inet.;Català;Castellà;Anglès;Edat;Sexe;Nivell.d.estudis;Activitat.professional;Nivell.ingressos.mensuals;Estudia.per.Internet.;Fa.servir.correu.electrònic.;Fa.servir.xat.;Fa.teletreball.;Ha.comprat.aliments.;Ha.comprat.per.Internet.;Internet.per.a.l.oci.;Pagament.a.través.d.Internet.;Tràmits.amb.els.serveis.sanitaris.;Tràmits.per.Internet.amb.l.Admó.;Utilitza.serveis.banca.electrònica.;Visita.webs.de.l.Admó.;Visita.webs.sanitaris.
7072;TRUE;TRUE;TRUE;Entre 10 i 20;2TVs;TRUE;Diàriament;TRUE;FALSE;FALSE;TRUE;Diàriament;FALSE;TRUE;FALSE;Edat(14,25];Home;Primaris;Estudiants;NS/NC;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
708;TRUE;FALSE;TRUE;Entre 5 i 10;+3TVs;TRUE;Diàriament;TRUE;TRUE;FALSE;TRUE;Diàriament;TRUE;TRUE;TRUE;Edat(14,25];Home;Secundaris;Estudiants;125.000 - 210.000;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE
7097;FALSE;FALSE;FALSE;NO;2TVs;FALSE;No;FALSE;FALSE;FALSE;FALSE;Amb menys freq.;FALSE;TRUE;FALSE;Edat(35,45];Dona;Primaris;Assalariats;210.000 - 420.000;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
71;FALSE;FALSE;FALSE;Més de 20;2TVs;FALSE;Setmanalment;TRUE;FALSE;FALSE;FALSE;Mensualment;FALSE;TRUE;FALSE;Edat(14,25];Dona;Primaris;Estudiants;NS/NC;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
710;TRUE;TRUE;TRUE;Menys de 5;1TV;FALSE;Diàriament;TRUE;FALSE;TRUE;FALSE;Setmanalment;TRUE;TRUE;TRUE;Edat(25,35];Dona;Superiors;Assalariats;NS/NC;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE
7102;TRUE;FALSE;FALSE;Cap (o menys d'1 per;2TVs;FALSE;Diàriament;TRUE;FALSE;TRUE;FALSE;Diàriament;TRUE;FALSE;FALSE;Edat(35,45];Home;Secundaris;Empresaris;NS/NC;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
712;TRUE;FALSE;TRUE;Menys de 5;3TVs;FALSE;Diàriament;TRUE;FALSE;FALSE;TRUE;Setmanalment;FALSE;TRUE;TRUE;Edat(14,25];Home;Secundaris;Estudiants;NS/NC;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
7122;FALSE;FALSE;FALSE;Menys de 5;3TVs;FALSE;Diàriament;TRUE;FALSE;FALSE;TRUE;Amb menys freq.;FALSE;FALSE;TRUE;Edat(14,25];Home;Secundaris;Assalariats;NS/NC;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
713;TRUE;TRUE;TRUE;Menys de 5;3TVs;FALSE;Diàriament;TRUE;TRUE;TRUE;TRUE;Diàriament;FALSE;FALSE;FALSE;Edat(14,25];Home;Secundaris;Estudiants;NS/NC;FALSE;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
7132;FALSE;FALSE;FALSE;Entre 5 i 10;2TVs;FALSE;Diàriament;FALSE;FALSE;TRUE;FALSE;Diàriament;FALSE;TRUE;FALSE;Edat(35,45];Home;Secundaris;Aturats;Menys de 125.000;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE
7144;FALSE;FALSE;FALSE;Cap (o menys d'1 per;2TVs;TRUE;Diàriament;TRUE;FALSE;FALSE;FALSE;Setmanalment;TRUE;FALSE;FALSE;Edat(25,35];Dona;Secundaris;Assalariats;420.000 - 675.000;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
715;TRUE;FALSE;FALSE;Menys de 5;1TV;FALSE;Diàriament;TRUE;FALSE;FALSE;FALSE;Diàriament;TRUE;TRUE;TRUE;Edat(35,45];Home;Superiors;Assalariats;420.000 - 675.000;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE
7157;TRUE;TRUE;TRUE;NO;2TVs;TRUE;Setmanalment;TRUE;FALSE;FALSE;FALSE;Setmanalment;TRUE;TRUE;FALSE;Edat(25,35];Dona;Primaris;Assalariats;210.000 - 420.000;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE
716;TRUE;FALSE;FALSE;Cap (o menys d'1 per;2TVs;FALSE;Amb menys freqüència;TRUE;FALSE;TRUE;FALSE;Amb menys freq.;FALSE;TRUE;FALSE;Edat(35,45];Home;Primaris;Assalariats;NS/NC;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE
7172;TRUE;FALSE;TRUE;Cap (o menys d'1 per;+3TVs;FALSE;Setmanalment;TRUE;FALSE;FALSE;TRUE;Setmanalment;FALSE;TRUE;FALSE;Edat(35,45];Dona;Primaris;Estudiants;Menys de 125.000;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE
7181;FALSE;FALSE;FALSE;Cap (o menys d'1 per;1TV;FALSE;Setmanalment;TRUE;FALSE;FALSE;TRUE;Mensualment;TRUE;TRUE;FALSE;Edat(65,99];Home;Primaris;Altres inactius;125.000 - 210.000;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE
719;TRUE;FALSE;FALSE;Cap (o menys d'1 per;2TVs;FALSE;Diàriament;TRUE;FALSE;TRUE;TRUE;Diàriament;TRUE;TRUE;FALSE;Edat(35,45];Home;Superiors;Assalariats;210.000 - 420.000;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE
7199;FALSE;FALSE;FALSE;Entre 10 i 20;1TV;TRUE;Diàriament;TRUE;FALSE;TRUE;FALSE;Setmanalment;FALSE;TRUE;TRUE;Edat(25,35];Dona;Secundaris;Assalariats;210.000 - 420.000;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
7207;TRUE;FALSE;FALSE;Cap (o menys d'1 per;2TVs;FALSE;Diàriament;FALSE;TRUE;TRUE;TRUE;Diàriament;FALSE;TRUE;FALSE;Edat(14,25];Dona;Primaris;Estudiants;420.000 - 675.000;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
721;FALSE;FALSE;FALSE;Entre 5 i 10;3TVs;FALSE;Diàriament;TRUE;FALSE;TRUE;TRUE;Diàriament;FALSE;TRUE;FALSE;Edat(14,25];Dona;Secundaris;Assalariats;210.000 - 420.000;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
7221;TRUE;TRUE;TRUE;Entre 5 i 10;2TVs;TRUE;Diàriament;TRUE;FALSE;FALSE;TRUE;Diàriament;TRUE;TRUE;FALSE;Edat(14,25];Dona;Secundaris;Estudiants;NS/NC;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
723;FALSE;FALSE;FALSE;Entre 5 i 10;2TVs;FALSE;Mensualment;TRUE;FALSE;FALSE;FALSE;Setmanalment;TRUE;TRUE;FALSE;Edat(25,35];Home;Primaris;Assalariats;210.000 - 420.000;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
7243;TRUE;FALSE;TRUE;NO;2TVs;TRUE;No;FALSE;FALSE;FALSE;FALSE;Amb menys freq.;FALSE;TRUE;FALSE;Edat(25,35];Home;Sense estudis;NS/NC;NS/NC;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
725;TRUE;FALSE;FALSE;Entre 10 i 20;3TVs;FALSE;Diàriament;TRUE;FALSE;FALSE;FALSE;Setmanalment;TRUE;TRUE;FALSE;Edat(14,25];Dona;Secundaris;Estudiants;NS/NC;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
7257;TRUE;FALSE;FALSE;NO;2TVs;TRUE;Diàriament;TRUE;FALSE;FALSE;TRUE;Amb menys freq.;FALSE;TRUE;FALSE;Edat(35,45];Dona;Superiors;Assalariats;210.000 - 420.000;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
726;TRUE;FALSE;TRUE;Menys de 5;2TVs;FALSE;Diàriament;TRUE;FALSE;TRUE;TRUE;Diàriament;TRUE;TRUE;FALSE;Edat(14,25];Dona;Superiors;Assalariats;125.000 - 210.000;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE
7269;TRUE;TRUE;TRUE;Entre 10 i 20;2TVs;FALSE;Diàriament;FALSE;FALSE;FALSE;TRUE;Diàriament;FALSE;TRUE;FALSE;Edat(14,25];Home;Secundaris;Assalariats;210.000 - 420.000;FALSE;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE
728;TRUE;FALSE;FALSE;NO;1TV;FALSE;Diàriament;TRUE;FALSE;FALSE;FALSE;Diàriament;TRUE;TRUE;TRUE;Edat(25,35];Dona;Superiors;Empresaris;NS/NC;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE
7291;TRUE;FALSE;TRUE;Entre 10 i 20;1TV;FALSE;Diàriament;TRUE;TRUE;FALSE;TRUE;Diàriament;TRUE;TRUE;TRUE;Edat(14,25];Home;Secundaris;Estudiants;NS/NC;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
7299;TRUE;FALSE;TRUE;Cap (o menys d'1 per;3TVs;FALSE;Setmanalment;TRUE;FALSE;TRUE;FALSE;Setmanalment;TRUE;TRUE;FALSE;Edat(35,45];Dona;Superiors;Assalariats;210.000 - 420.000;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
730;TRUE;FALSE;FALSE;NO;1TV;FALSE;Diàriament;FALSE;FALSE;TRUE;FALSE;Diàriament;TRUE;TRUE;TRUE;Edat(45,55];Home;Superiors;Assalariats;NS/NC;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE
7306;TRUE;FALSE;FALSE;Cap (o menys d'1 per;+3TVs;FALSE;Amb menys freqüència;TRUE;FALSE;FALSE;FALSE;Amb menys freq.;FALSE;TRUE;FALSE;Edat(35,45];Dona;Primaris;Empresaris;210.000 - 420.000;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
7331;TRUE;FALSE;FALSE;NO;1TV;FALSE;Amb menys freqüència;TRUE;FALSE;FALSE;TRUE;Amb menys freq.;TRUE;TRUE;TRUE;Edat(55,65];Dona;Primaris;Altres inactius;Menys de 125.000;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
734;TRUE;FALSE;FALSE;Entre 5 i 10;1TV;TRUE;Diàriament;TRUE;TRUE;TRUE;TRUE;Setmanalment;FALSE;TRUE;FALSE;Edat(25,35];Dona;Superiors;Assalariats;210.000 - 420.000;FALSE;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE
735;FALSE;FALSE;FALSE;Cap (o menys d'1 per;1TV;FALSE;Diàriament;TRUE;FALSE;FALSE;FALSE;Setmanalment;TRUE;FALSE;TRUE;Edat(45,55];Home;Secundaris;Assalariats;420.000 - 675.000;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
7351;FALSE;FALSE;FALSE;Cap (o menys d'1 per;+3TVs;FALSE;Mensualment;TRUE;FALSE;TRUE;TRUE;Mensualment;FALSE;TRUE;TRUE;Edat(14,25];Home;Primaris;Assalariats;210.000 - 420.000;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
736;TRUE;FALSE;FALSE;Entre 5 i 10;2TVs;FALSE;Diàriament;TRUE;TRUE;TRUE;TRUE;Setmanalment;TRUE;TRUE;TRUE;Edat(14,25];Dona;Superiors;Assalariats;125.000 - 210.000;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE
7362;TRUE;FALSE;FALSE;Cap (o menys d'1 per;2TVs;FALSE;Diàriament;TRUE;TRUE;TRUE;TRUE;Diàriament;FALSE;TRUE;FALSE;Edat(35,45];Home;Secundaris;Empresaris;210.000 - 420.000;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE
7364;TRUE;FALSE;FALSE;Cap (o menys d'1 per;2TVs;FALSE;Setmanalment;FALSE;FALSE;FALSE;TRUE;Setmanalment;TRUE;FALSE;FALSE;Edat(65,99];Home;Secundaris;Altres inactius;125.000 - 210.000;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
7372;TRUE;TRUE;TRUE;Entre 10 i 20;3TVs;FALSE;Diàriament;TRUE;TRUE;TRUE;FALSE;Diàriament;TRUE;TRUE;TRUE;Edat(14,25];Home;Superiors;Assalariats;420.000 - 675.000;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE
7373;TRUE;FALSE;FALSE;NO;1TV;FALSE;Setmanalment;FALSE;FALSE;TRUE;FALSE;Diàriament;TRUE;TRUE;FALSE;Edat(65,99];Home;Superiors;Empresaris;NS/NC;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE
738;FALSE;FALSE;FALSE;Entre 10 i 20;2TVs;FALSE;Amb menys freqüència;TRUE;FALSE;FALSE;TRUE;Amb menys freq.;FALSE;TRUE;FALSE;Edat(14,25];Dona;Superiors;Assalariats;210.000 - 420.000;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE
7383;FALSE;FALSE;FALSE;Menys de 5;1TV;FALSE;Setmanalment;TRUE;FALSE;TRUE;FALSE;Amb menys freq.;FALSE;TRUE;TRUE;Edat(35,45];Dona;Superiors;Assalariats;NS/NC;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
739;TRUE;FALSE;FALSE;Entre 5 i 10;3TVs;FALSE;Setmanalment;TRUE;FALSE;FALSE;TRUE;Setmanalment;FALSE;TRUE;FALSE;Edat(14,25];Dona;Secundaris;Estudiants;125.000 - 210.000;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
740;FALSE;FALSE;FALSE;Menys de 5;1TV;FALSE;Diàriament;TRUE;FALSE;FALSE;FALSE;Mensualment;TRUE;TRUE;FALSE;Edat(14,25];Dona;Superiors;Estudiants;NS/NC;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
7406;FALSE;FALSE;FALSE;Més de 20;2TVs;FALSE;Setmanalment;TRUE;TRUE;TRUE;TRUE;Diàriament;TRUE;FALSE;FALSE;Edat(14,25];Dona;Secundaris;Assalariats;420.000 - 675.000;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
741;FALSE;FALSE;FALSE;Entre 5 i 10;1TV;TRUE;Setmanalment;TRUE;FALSE;FALSE;FALSE;Mensualment;TRUE;TRUE;FALSE;Edat(14,25];Home;Secundaris;Assalariats;NS/NC;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE
742;TRUE;FALSE;TRUE;Menys de 5;2TVs;TRUE;Setmanalment;TRUE;FALSE;TRUE;TRUE;Setmanalment;FALSE;TRUE;FALSE;Edat(65,99];Home;Secundaris;Altres inactius;210.000 - 420.000;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE
7424;TRUE;FALSE;TRUE;Més de 20;2TVs;FALSE;Diàriament;TRUE;FALSE;TRUE;TRUE;Diàriament;FALSE;TRUE;FALSE;Edat(14,25];Home;Secundaris;Assalariats;210.000 - 420.000;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE
743;TRUE;FALSE;FALSE;Cap (o menys d'1 per;1TV;FALSE;Diàriament;TRUE;FALSE;TRUE;TRUE;Diàriament;TRUE;FALSE;FALSE;Edat(55,65];Dona;Secundaris;Assalariats;NS/NC;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE
744;TRUE;FALSE;FALSE;Menys de 5;1TV;TRUE;Diàriament;TRUE;FALSE;FALSE;FALSE;Amb menys freq.;FALSE;TRUE;FALSE;Edat(45,55];Home;Secundaris;Assalariats;NS/NC;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
7456;FALSE;FALSE;FALSE;Més de 20;2TVs;TRUE;Setmanalment;TRUE;FALSE;FALSE;TRUE;Setmanalment;TRUE;FALSE;TRUE;Edat(14,25];Home;Primaris;Assalariats;NS/NC;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
7459;TRUE;FALSE;TRUE;Cap (o menys d'1 per;3TVs;FALSE;Diàriament;TRUE;TRUE;TRUE;FALSE;Diàriament;TRUE;TRUE;TRUE;Edat(45,55];Dona;Superiors;Assalariats;NS/NC;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
747;FALSE;FALSE;FALSE;Entre 5 i 10;+3TVs;FALSE;Diàriament;TRUE;TRUE;FALSE;TRUE;Diàriament;FALSE;TRUE;TRUE;Edat(35,45];Home;Superiors;Assalariats;NS/NC;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE
748;TRUE;FALSE;TRUE;NO;1TV;FALSE;Diàriament;TRUE;FALSE;FALSE;FALSE;Diàriament;FALSE;FALSE;TRUE;Edat(25,35];Home;Secundaris;Empresaris;NS/NC;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
7497;FALSE;FALSE;FALSE;Menys de 5;1TV;FALSE;Diàriament;TRUE;FALSE;FALSE;FALSE;Setmanalment;FALSE;TRUE;FALSE;Edat(25,35];Dona;Superiors;Assalariats;210.000 - 420.000;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE
750;TRUE;FALSE;FALSE;Menys de 5;1TV;FALSE;Diàriament;TRUE;FALSE;TRUE;TRUE;Diàriament;TRUE;TRUE;FALSE;Edat(25,35];Home;Secundaris;Assalariats;420.000 - 675.000;FALSE;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;FALSE
7527;TRUE;TRUE;TRUE;Cap (o menys d'1 per;1TV;TRUE;Setmanalment;TRUE;FALSE;TRUE;TRUE;Mensualment;FALSE;FALSE;TRUE;Edat(45,55];Dona;Superiors;Altres inactius;NS/NC;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE
7528;TRUE;FALSE;FALSE;Entre 10 i 20;2TVs;FALSE;Diàriament;TRUE;FALSE;TRUE;FALSE;Diàriament;TRUE;TRUE;FALSE;Edat(35,45];Home;Superiors;Empresaris;420.000 - 675.000;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE
7529;TRUE;TRUE;TRUE;Menys de 5;1TV;TRUE;Setmanalment;TRUE;FALSE;FALSE;FALSE;Setmanalment;FALSE;TRUE;FALSE;Edat(35,45];Dona;Secundaris;Empresaris;NS/NC;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE
7532;FALSE;FALSE;FALSE;Cap (o menys d'1 per;2TVs;FALSE;No;FALSE;FALSE;FALSE;FALSE;Amb menys freq.;FALSE;TRUE;FALSE;Edat(14,25];Dona;Primaris;Assalariats;125.000 - 210.000;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
7535;FALSE;FALSE;FALSE;Menys de 5;+3TVs;TRUE;Setmanalment;TRUE;FALSE;FALSE;FALSE;Amb menys freq.;TRUE;FALSE;FALSE;Edat(14,25];Home;Secundaris;Estudiants;NS/NC;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE
754;FALSE;FALSE;FALSE;Menys de 5;capTV;FALSE;Setmanalment;TRUE;FALSE;FALSE;FALSE;Setmanalment;FALSE;TRUE;FALSE;Edat(14,25];Dona;Superiors;Estudiants;NS/NC;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
7553;TRUE;FALSE;FALSE;NO;3TVs;FALSE;Diàriament;TRUE;FALSE;FALSE;FALSE;Diàriament;FALSE;FALSE;TRUE;Edat(45,55];Dona;Superiors;Assalariats;NS/NC;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE
757;TRUE;FALSE;TRUE;Menys de 5;2TVs;FALSE;Diàriament;FALSE;TRUE;FALSE;FALSE;Diàriament;FALSE;TRUE;FALSE;Edat(14,25];Home;Secundaris;Estudiants;210.000 - 420.000;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE
7588;TRUE;FALSE;TRUE;Entre 10 i 20;2TVs;TRUE;Diàriament;TRUE;FALSE;FALSE;FALSE;Setmanalment;TRUE;TRUE;TRUE;Edat(35,45];Dona;Superiors;Empresaris;420.000 - 675.000;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
759;TRUE;TRUE;TRUE;Cap (o menys d'1 per;2TVs;FALSE;Diàriament;TRUE;FALSE;FALSE;FALSE;Amb menys freq.;FALSE;TRUE;FALSE;Edat(55,65];Home;Secundaris;Assalariats;210.000 - 420.000;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE
760;TRUE;FALSE;FALSE;Cap (o menys d'1 per;3TVs;FALSE;Diàriament;TRUE;FALSE;TRUE;FALSE;Diàriament;TRUE;TRUE;FALSE;Edat(25,35];Home;Secundaris;Assalariats;210.000 - 420.000;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE
7610;FALSE;FALSE;FALSE;Entre 5 i 10;2TVs;FALSE;Diàriament;FALSE;FALSE;TRUE;FALSE;Diàriament;FALSE;TRUE;FALSE;Edat(14,25];Dona;Secundaris;Empresaris;NS/NC;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
7611;TRUE;FALSE;TRUE;Entre 10 i 20;3TVs;FALSE;Setmanalment;TRUE;FALSE;TRUE;TRUE;Setmanalment;FALSE;TRUE;FALSE;Edat(14,25];Dona;Secundaris;Assalariats;210.000 - 420.000;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE
7617;TRUE;FALSE;FALSE;Cap (o menys d'1 per;2TVs;FALSE;Diàriament;TRUE;TRUE;TRUE;FALSE;Diàriament;TRUE;TRUE;TRUE;Edat(45,55];Home;Superiors;Empresaris;Més de 675.000;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE
7622;TRUE;FALSE;FALSE;Menys de 5;2TVs;TRUE;Diàriament;TRUE;FALSE;FALSE;FALSE;Amb menys freq.;TRUE;TRUE;FALSE;Edat(35,45];Dona;Superiors;Assalariats;NS/NC;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
7627;TRUE;TRUE;FALSE;Cap (o menys d'1 per;+3TVs;FALSE;Mensualment;TRUE;TRUE;FALSE;FALSE;Amb menys freq.;FALSE;TRUE;FALSE;Edat(25,35];Dona;Primaris;Assalariats;210.000 - 420.000;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
763;TRUE;FALSE;TRUE;Cap (o menys d'1 per;2TVs;TRUE;Diàriament;FALSE;TRUE;FALSE;FALSE;Diàriament;FALSE;TRUE;TRUE;Edat(14,25];Home;Superiors;Assalariats;NS/NC;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE
7637;TRUE;TRUE;TRUE;Entre 10 i 20;+3TVs;TRUE;Diàriament;TRUE;FALSE;FALSE;TRUE;Diàriament;TRUE;FALSE;TRUE;Edat(14,25];Dona;Superiors;Aturats;NS/NC;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE
